id,Zone,Items,Status,Payment,Total_Price
3272,Gulshan/Banani,1 items,DELIVERED,CASH,58Tk
3273,Gulshan/Banani,1 items,DELIVERED,CASH,58Tk
3274,Baily Road / Khilgaon,2 items,DELIVERED,CASH,465Tk
3275,Gulshan/Banani,1 items,DELIVERED,CASH,175Tk
3276,Gulshan/Banani,1 items,DELIVERED,CASH,189Tk
3277,Gulshan/Banani,1 items,DELIVERED,CASH,78Tk
3278,Gulshan/Banani,1 items,DELIVERED,CASH,45Tk
3279,Gulshan/Banani,1 items,DELIVERED,CASH,39Tk
3280,Dhanmondi,1 items,DELIVERED,CASH,140Tk
3281,Baily Road / Khilgaon,1 items,DELIVERED,CASH,130Tk
3282,Gulshan/Banani,3 items,DELIVERED,CASH,135Tk
3283,Gulshan/Banani,1 items,DELIVERED,CASH,300Tk
3284,Baily Road / Khilgaon,1 items,DELIVERED,CASH,275Tk
3285,Dhanmondi,1 items,DELIVERED,CASH,64Tk
3286,Dhanmondi,4 items,DELIVERED,CASH,399Tk
3287,Uttara,2 items,DELIVERED,CASH,256Tk
3288,Mirpur,1 items,DELIVERED,CASH,70Tk
3289,Dhanmondi,2 items,DELIVERED,CASH,1229Tk
3290,Gulshan/Banani,1 items,DELIVERED,CASH,100Tk
3291,Dhanmondi,1 items,DELIVERED,CASH,201Tk
3292,Mirpur,3 items,DELIVERED,CASH,336Tk
3293,Chattogram,2 items,DELIVERED,CASH,221Tk
3294,Baily Road / Khilgaon,1 items,DELIVERED,CASH,305Tk
3295,Mirpur,2 items,DELIVERED,CASH,110Tk
3296,Uttara,1 items,DELIVERED,CASH,260Tk
3297,Uttara,2 items,DELIVERED,CASH,380Tk
3298,Mirpur,1 items,DELIVERED,CASH,154Tk
3299,Gulshan/Banani,4 items,DELIVERED,CASH,301Tk
3300,Uttara,2 items,DELIVERED,CASH,414Tk
3301,Dhanmondi,1 items,DELIVERED,CASH,896Tk
3302,Mohammadpur,1 items,DELIVERED,CASH,180Tk
3303,Mirpur,4 items,DELIVERED,CASH,238Tk
3304,Dhanmondi,1 items,DELIVERED,CASH,182Tk
3305,Gulshan/Banani,4 items,DELIVERED,CASH,183Tk
3306,Mirpur,2 items,DELIVERED,CASH,180Tk
3307,Mohammadpur,1 items,DELIVERED,CASH,160Tk
3308,Mirpur,1 items,DELIVERED,CASH,160Tk
3309,Dhanmondi,1 items,DELIVERED,CASH,220Tk
3310,Gulshan/Banani,1 items,DELIVERED,CASH,71Tk
3311,Dhanmondi,1 items,DELIVERED,CASH,60Tk
3312,Dhanmondi,1 items,DELIVERED,CASH,92Tk
3313,Gulshan/Banani,1 items,DELIVERED,CASH,135Tk
3314,Dhanmondi,1 items,DELIVERED,CASH,200Tk
3315,Gulshan/Banani,1 items,DELIVERED,CASH,338Tk
3316,Dhanmondi,1 items,DELIVERED,CASH,200Tk
3317,Bashundhara,2 items,DELIVERED,CASH,280Tk
3318,Baily Road / Khilgaon,1 items,DELIVERED,CASH,700Tk
3319,Dhanmondi,2 items,DELIVERED,CASH,127Tk
3320,Dhanmondi,1 items,DELIVERED,CASH,60Tk
3321,Dhanmondi,3 items,DELIVERED,CASH,1081Tk
3322,Bashundhara,1 items,DELIVERED,CASH,105Tk
3323,Uttara,1 items,DELIVERED,CASH,96Tk
3324,Dhanmondi,3 items,DELIVERED,CASH,238Tk
3325,Dhanmondi,1 items,DELIVERED,CASH,65Tk
3326,Baily Road / Khilgaon,1 items,DELIVERED,CASH,78Tk
3327,Mohammadpur,1 items,DELIVERED,CASH,100Tk
3328,Mohammadpur,3 items,DELIVERED,CASH,210Tk
3329,Mirpur,1 items,DELIVERED,CASH,100Tk
3330,Gulshan/Banani,4 items,DELIVERED,CASH,476Tk
3331,Baily Road / Khilgaon,2 items,DELIVERED,CASH,82Tk
3332,Dhanmondi,1 items,DELIVERED,CASH,75Tk
3333,Dhanmondi,2 items,DELIVERED,CASH,190Tk
3334,Baily Road / Khilgaon,1 items,DELIVERED,CASH,75Tk
3335,Mohammadpur,1 items,DELIVERED,CASH,150Tk
3336,Gulshan/Banani,1 items,DELIVERED,CASH,84Tk
3337,Gulshan/Banani,1 items,DELIVERED,CASH,78Tk
3338,Dhanmondi,1 items,DELIVERED,CASH,60Tk
3339,Dhanmondi,2 items,DELIVERED,CASH,1064Tk
3340,Mirpur,2 items,DELIVERED,CASH,300Tk
3341,Baily Road / Khilgaon,1 items,DELIVERED,CASH,149Tk
3342,Gulshan/Banani,3 items,DELIVERED,CASH,72Tk
3343,Mohammadpur,1 items,DELIVERED,CASH,300Tk
3344,Chattogram,2 items,DELIVERED,CASH,44Tk
3345,Mirpur,1 items,DELIVERED,CASH,750Tk
3346,Gulshan/Banani,1 items,DELIVERED,CASH,50Tk
3347,Gulshan/Banani,1 items,DELIVERED,CASH,108Tk
3348,Gulshan/Banani,1 items,DELIVERED,CASH,320Tk
3349,Dhanmondi,1 items,DELIVERED,CASH,858Tk
3350,Dhanmondi,1 items,DELIVERED,CASH,202Tk
3351,Baily Road / Khilgaon,2 items,DELIVERED,CASH,280Tk
3352,Dhanmondi,1 items,DELIVERED,CASH,144Tk
3353,Gulshan/Banani,1 items,DELIVERED,CASH,189Tk
3354,Mohammadpur,1 items,DELIVERED,CASH,160Tk
3355,Mirpur,1 items,DELIVERED,CASH,179Tk
3356,Baily Road / Khilgaon,3 items,DELIVERED,CASH,99Tk
3357,Gulshan/Banani,2 items,DELIVERED,CASH,142Tk
3358,Dhanmondi,2 items,DELIVERED,CASH,81Tk
3359,Uttara,1 items,DELIVERED,CASH,300Tk
3360,Dhanmondi,1 items,DELIVERED,CASH,138Tk
3361,Uttara,1 items,DELIVERED,CASH,152Tk
3362,Baily Road / Khilgaon,2 items,DELIVERED,CASH,760Tk
3363,Mirpur,2 items,DELIVERED,CASH,168Tk
3364,Mirpur,1 items,DELIVERED,CASH,168Tk
3365,Uttara,1 items,DELIVERED,CASH,210Tk
3366,Mirpur,1 items,DELIVERED,CASH,126Tk
3367,Dhanmondi,1 items,DELIVERED,CASH,68Tk
3368,Baily Road / Khilgaon,1 items,DELIVERED,CASH,168Tk
3369,Gulshan/Banani,2 items,DELIVERED,CASH,230Tk
3370,Dhanmondi,1 items,DELIVERED,CASH,78Tk
3371,Uttara,1 items,DELIVERED,CASH,249Tk
3372,Gulshan/Banani,4 items,DELIVERED,CASH,82Tk
3373,Uttara,1 items,DELIVERED,CASH,219Tk
3374,Dhanmondi,2 items,DELIVERED,CASH,260Tk
3375,Gulshan/Banani,1 items,DELIVERED,CASH,360Tk
3376,Wari,1 items,DELIVERED,CASH,45Tk
3377,Gulshan/Banani,3 items,DELIVERED,CASH,90Tk
3378,Gulshan/Banani,3 items,DELIVERED,CASH,78Tk
3379,Gulshan/Banani,1 items,DELIVERED,CASH,240Tk
3380,Gulshan/Banani,3 items,DELIVERED,CASH,100Tk
3381,Dhanmondi,1 items,DELIVERED,CASH,69Tk
3382,Mohammadpur,2 items,DELIVERED,CASH,50Tk
3383,Mohammadpur,1 items,DELIVERED,CASH,97Tk
3384,Gulshan/Banani,2 items,DELIVERED,CASH,50Tk
3385,Gulshan/Banani,1 items,DELIVERED,CASH,264Tk
3386,Dhanmondi,1 items,DELIVERED,CASH,84Tk
3387,Gulshan/Banani,4 items,DELIVERED,CASH,90Tk
3388,Baily Road / Khilgaon,1 items,DELIVERED,CASH,820Tk
3389,Dhanmondi,2 items,DELIVERED,CASH,229Tk
3390,Baily Road / Khilgaon,2 items,DELIVERED,CASH,190Tk
3391,Gulshan/Banani,2 items,DELIVERED,CASH,260Tk
3392,Gulshan/Banani,3 items,DELIVERED,CASH,56Tk
3393,Mirpur,1 items,DELIVERED,CASH,112Tk
3394,Gulshan/Banani,2 items,DELIVERED,CASH,60Tk
3395,Mohammadpur,1 items,DELIVERED,CASH,65Tk
3396,Mohammadpur,2 items,DELIVERED,CASH,70Tk
3397,Mohammadpur,2 items,DELIVERED,CASH,300Tk
3398,Gulshan/Banani,3 items,DELIVERED,CASH,190Tk
3399,Dhanmondi,1 items,DELIVERED,CASH,65Tk
3400,Gulshan/Banani,2 items,DELIVERED,CASH,90Tk
3401,Mirpur,1 items,DELIVERED,CASH,278Tk
3402,Mohammadpur,3 items,DELIVERED,CASH,180Tk
3403,Dhanmondi,2 items,DELIVERED,CASH,201Tk
3404,Gulshan/Banani,3 items,DELIVERED,CASH,157Tk
3405,Mirpur,2 items,DELIVERED,CASH,100Tk
3406,Gulshan/Banani,3 items,DELIVERED,CASH,96Tk
3407,Mirpur,2 items,DELIVERED,CASH,335Tk
3408,Baily Road / Khilgaon,3 items,DELIVERED,CASH,200Tk
3409,Dhanmondi,1 items,DELIVERED,CASH,240Tk
3410,Gulshan/Banani,3 items,DELIVERED,CASH,143Tk
3411,Uttara,2 items,DELIVERED,CASH,270Tk
3412,Gulshan/Banani,2 items,DELIVERED,CASH,140Tk
3413,Uttara,1 items,DELIVERED,CASH,249Tk
3414,Mohammadpur,2 items,DELIVERED,CASH,54Tk
3415,Mohammadpur,1 items,DELIVERED,CASH,97Tk
3416,Mohammadpur,3 items,DELIVERED,CASH,195Tk
3417,Dhanmondi,1 items,DELIVERED,CASH,360Tk
3418,Gulshan/Banani,2 items,DELIVERED,CASH,120Tk
3419,Dhanmondi,1 items,DELIVERED,CASH,128Tk
3420,Gulshan/Banani,5 items,DELIVERED,CASH,134Tk
3421,Gulshan/Banani,2 items,DELIVERED,CASH,200Tk
3422,Mohammadpur,3 items,DELIVERED,CASH,547Tk
3423,Gulshan/Banani,1 items,DELIVERED,CASH,161Tk
3424,Dhanmondi,2 items,DELIVERED,CASH,550Tk
3425,Gulshan/Banani,1 items,DELIVERED,CASH,2191Tk
3426,Dhanmondi,1 items,DELIVERED,CASH,169Tk
3427,Gulshan/Banani,5 items,DELIVERED,CASH,486Tk
3428,Dhanmondi,4 items,DELIVERED,CASH,110Tk
3429,Dhanmondi,2 items,DELIVERED,CASH,210Tk
3430,Dhanmondi,1 items,DELIVERED,CASH,211Tk
3431,Dhanmondi,1 items,DELIVERED,CASH,240Tk
3432,Baily Road / Khilgaon,1 items,DELIVERED,CASH,200Tk
3433,Dhanmondi,1 items,DELIVERED,CASH,65Tk
3434,Dhanmondi,1 items,DELIVERED,CASH,169Tk
3435,Bashundhara,2 items,DELIVERED,CASH,168Tk
3436,Dhanmondi,1 items,DELIVERED,CASH,328Tk
3437,Dhanmondi,1 items,DELIVERED,CASH,149Tk
3438,Dhanmondi,2 items,DELIVERED,CASH,1599Tk
3439,Dhanmondi,1 items,DELIVERED,CASH,510Tk
3440,Uttara,2 items,DELIVERED,CASH,455Tk
3441,Baily Road / Khilgaon,1 items,DELIVERED,CASH,525Tk
3442,Dhanmondi,3 items,DELIVERED,CASH,283Tk
3443,Uttara,1 items,DELIVERED,CASH,249Tk
3444,Chattogram,1 items,DELIVERED,CASH,104Tk
3445,Baily Road / Khilgaon,1 items,DELIVERED,CASH,120Tk
3446,Dhanmondi,1 items,DELIVERED,CASH,259Tk
3447,Dhanmondi,1 items,DELIVERED,CASH,1379Tk
3448,Dhanmondi,1 items,DELIVERED,CARD,840Tk
3449,Mirpur,2 items,DELIVERED,CASH,209Tk
3450,Dhanmondi,1 items,DELIVERED,CASH,350Tk
3451,Gulshan/Banani,1 items,DELIVERED,CASH,112Tk
3452,Uttara,1 items,DELIVERED,CARD,173Tk
3453,Baily Road / Khilgaon,4 items,DELIVERED,CARD,545Tk
3454,Baily Road / Khilgaon,1 items,DELIVERED,CASH,253Tk
3455,Chattogram,1 items,DELIVERED,CASH,290Tk
3456,Uttara,1 items,DELIVERED,CASH,580Tk
3457,Gulshan/Banani,1 items,DELIVERED,CASH,259Tk
3458,Mohammadpur,1 items,DELIVERED,CASH,587Tk
3459,Dhanmondi,1 items,DELIVERED,CASH,88Tk
3460,Baily Road / Khilgaon,2 items,DELIVERED,CASH,217Tk
3461,Dhanmondi,1 items,DELIVERED,CASH,490Tk
3462,Dhanmondi,1 items,DELIVERED,CASH,736Tk
3463,Baily Road / Khilgaon,1 items,DELIVERED,CASH,60Tk
3464,Baily Road / Khilgaon,1 items,DELIVERED,CASH,190Tk
3465,Dhanmondi,4 items,DELIVERED,CASH,513Tk
3466,Baily Road / Khilgaon,2 items,DELIVERED,CASH,162Tk
3467,Dhanmondi,1 items,DELIVERED,CASH,160Tk
3468,Dhanmondi,3 items,DELIVERED,CASH,890Tk
3469,Gulshan/Banani,7 items,DELIVERED,CASH,541Tk
3470,Chattogram,2 items,DELIVERED,CASH,376Tk
3471,Gulshan/Banani,1 items,DELIVERED,CASH,160Tk
3472,Baily Road / Khilgaon,1 items,DELIVERED,CASH,390Tk
3473,Gulshan/Banani,2 items,DELIVERED,CASH,64Tk
3474,Mirpur,1 items,DELIVERED,CASH,160Tk
3475,Mohammadpur,1 items,DELIVERED,CASH,90Tk
3476,Mirpur,1 items,DELIVERED,CASH,149Tk
3477,Dhanmondi,1 items,DELIVERED,CASH,167Tk
3478,Mirpur,1 items,DELIVERED,CASH,260Tk
3479,Mirpur,2 items,DELIVERED,CASH,265Tk
3480,Baily Road / Khilgaon,3 items,DELIVERED,CASH,1560Tk
3481,Dhanmondi,1 items,DELIVERED,CASH,167Tk
3482,Uttara,1 items,DELIVERED,CASH,144Tk
3483,Dhanmondi,1 items,DELIVERED,CASH,200Tk
3484,Dhanmondi,3 items,DELIVERED,CASH,299Tk
3485,Dhanmondi,2 items,DELIVERED,CASH,279Tk
3486,Baily Road / Khilgaon,1 items,DELIVERED,CASH,253Tk
3487,Dhanmondi,1 items,DELIVERED,CASH,260Tk
3488,Dhanmondi,1 items,DELIVERED,CASH,363Tk
3489,Baily Road / Khilgaon,1 items,DELIVERED,CASH,60Tk
3490,Chattogram,1 items,DELIVERED,CASH,181Tk
3491,Gulshan/Banani,1 items,DELIVERED,CASH,97Tk
3492,Mirpur,3 items,DELIVERED,CASH,166Tk
3493,Mohammadpur,1 items,DELIVERED,CASH,97Tk
3494,Dhanmondi,1 items,DELIVERED,CASH,159Tk
3495,Gulshan/Banani,3 items,DELIVERED,CASH,315Tk
3496,Dhanmondi,4 items,DELIVERED,CASH,730Tk
3497,Baily Road / Khilgaon,3 items,DELIVERED,CASH,86Tk
3498,Dhanmondi,1 items,DELIVERED,CASH,130Tk
3499,Dhanmondi,1 items,DELIVERED,CASH,100Tk
3500,Bashundhara,1 items,DELIVERED,CASH,150Tk
3501,Mirpur,2 items,DELIVERED,CASH,130Tk
3502,Uttara,2 items,DELIVERED,CASH,284Tk
3503,Mirpur,1 items,DELIVERED,CASH,78Tk
3504,Mirpur,1 items,DELIVERED,CASH,90Tk
3505,Gulshan/Banani,2 items,DELIVERED,CASH,120Tk
3506,Dhanmondi,1 items,DELIVERED,CASH,273Tk
3507,Baily Road / Khilgaon,2 items,DELIVERED,CASH,88Tk
3508,Mohammadpur,1 items,DELIVERED,CASH,305Tk
3509,Dhanmondi,1 items,DELIVERED,CASH,253Tk
3510,Uttara,1 items,DELIVERED,CASH,345Tk
3511,Gulshan/Banani,2 items,DELIVERED,CASH,75Tk
3512,Mohammadpur,1 items,DELIVERED,CASH,390Tk
3513,Dhanmondi,3 items,DELIVERED,CASH,335Tk
3514,Gulshan/Banani,1 items,DELIVERED,CASH,234Tk
3515,Gulshan/Banani,3 items,DELIVERED,CASH,56Tk
3516,Dhanmondi,1 items,DELIVERED,CASH,265Tk
3517,Gulshan/Banani,3 items,DELIVERED,CASH,39Tk
3518,Dhanmondi,1 items,DELIVERED,CASH,380Tk
3519,Gulshan/Banani,2 items,DELIVERED,CASH,120Tk
3520,Dhanmondi,1 items,DELIVERED,CASH,100Tk
3521,Baily Road / Khilgaon,3 items,DELIVERED,CASH,120Tk
3522,Baily Road / Khilgaon,4 items,DELIVERED,CASH,348Tk
3523,Gulshan/Banani,3 items,DELIVERED,CASH,150Tk
3524,Mirpur,1 items,DELIVERED,CASH,100Tk
3525,Mirpur,2 items,DELIVERED,CASH,51Tk
3526,Mirpur,1 items,DELIVERED,CASH,200Tk
3527,Dhanmondi,1 items,DELIVERED,CASH,69Tk
3528,Bashundhara,1 items,DELIVERED,CASH,120Tk
3529,Baily Road / Khilgaon,2 items,DELIVERED,CASH,35Tk
3530,Mirpur,1 items,DELIVERED,CASH,290Tk
3531,Baily Road / Khilgaon,2 items,DELIVERED,CASH,57Tk
3532,Gulshan/Banani,1 items,DELIVERED,CASH,180Tk
3533,Gulshan/Banani,1 items,DELIVERED,CASH,80Tk
3534,Dhanmondi,1 items,DELIVERED,CASH,441Tk
3535,Baily Road / Khilgaon,2 items,DELIVERED,CASH,75Tk
3536,Wari,1 items,DELIVERED,CASH,430Tk
3537,Mohammadpur,3 items,DELIVERED,CASH,195Tk
3538,Mirpur,5 items,DELIVERED,CASH,960Tk
3539,Gulshan/Banani,2 items,DELIVERED,CASH,45Tk
3540,Mohammadpur,1 items,DELIVERED,CASH,150Tk
3541,Gulshan/Banani,4 items,DELIVERED,CASH,90Tk
3542,Dhanmondi,1 items,DELIVERED,CASH,201Tk
3543,Dhanmondi,1 items,DELIVERED,CASH,200Tk
3544,Gulshan/Banani,1 items,DELIVERED,CASH,45Tk
3545,Mohammadpur,2 items,DELIVERED,CASH,60Tk
3546,Mirpur,2 items,DELIVERED,CASH,104Tk
3547,Gulshan/Banani,2 items,DELIVERED,CASH,50Tk
3548,Mohammadpur,1 items,DELIVERED,CASH,97Tk
3549,Gulshan/Banani,4 items,DELIVERED,CASH,90Tk
3550,Uttara,1 items,DELIVERED,CASH,249Tk
3551,Gulshan/Banani,4 items,DELIVERED,CASH,109Tk
3552,Mohammadpur,4 items,DELIVERED,CASH,600Tk
3553,Mirpur,2 items,DELIVERED,CASH,32Tk
3554,Mirpur,1 items,DELIVERED,CASH,156Tk
3555,Mirpur,2 items,DELIVERED,CASH,32Tk
3556,Mirpur,1 items,DELIVERED,CASH,143Tk
3557,Mohammadpur,2 items,DELIVERED,CASH,54Tk
3558,Mohammadpur,1 items,DELIVERED,CASH,234Tk
3559,Mohammadpur,3 items,DELIVERED,CASH,66Tk
3560,Dhanmondi,2 items,DELIVERED,CASH,368Tk
3561,Gulshan/Banani,3 items,DELIVERED,CASH,426Tk
3562,Gulshan/Banani,2 items,DELIVERED,CASH,247Tk
3563,Mohammadpur,3 items,DELIVERED,CASH,54Tk
3564,Bashundhara,2 items,DELIVERED,CASH,217Tk
3565,Gulshan/Banani,3 items,DELIVERED,CASH,42Tk
3566,Bashundhara,1 items,DELIVERED,CASH,112Tk
3567,Gulshan/Banani,3 items,DELIVERED,CASH,70Tk
3568,Baily Road / Khilgaon,2 items,DELIVERED,CASH,435Tk
3569,Gulshan/Banani,2 items,DELIVERED,CASH,73Tk
3570,Uttara,2 items,DELIVERED,CASH,181Tk
3571,Gulshan/Banani,3 items,DELIVERED,CASH,87Tk
3572,Mirpur,1 items,DELIVERED,CASH,52Tk
3573,Mirpur,2 items,DELIVERED,CASH,67Tk
3574,Mirpur,1 items,DELIVERED,CASH,250Tk
3575,Mirpur,2 items,DELIVERED,CASH,45Tk
3576,Mirpur,1 items,DELIVERED,CASH,140Tk
3577,Mirpur,2 items,DELIVERED,CASH,45Tk
3578,Dhanmondi,1 items,DELIVERED,CASH,140Tk
3579,Gulshan/Banani,3 items,DELIVERED,CASH,136Tk
3580,Dhanmondi,1 items,DELIVERED,CASH,91Tk
3581,Mirpur,3 items,DELIVERED,CASH,420Tk
3582,Dhanmondi,1 items,DELIVERED,CASH,198Tk
3583,Dhanmondi,1 items,DELIVERED,CASH,247Tk
3584,Mohammadpur,2 items,DELIVERED,CASH,630Tk
3585,Mirpur,1 items,DELIVERED,CASH,239Tk
3586,Mirpur,3 items,DELIVERED,CASH,370Tk
3587,Mohammadpur,1 items,DELIVERED,CARD,70Tk
3588,Bashundhara,1 items,DELIVERED,CASH,120Tk
3589,Baily Road / Khilgaon,1 items,DELIVERED,CASH,630Tk
3590,Chattogram,1 items,DELIVERED,CASH,157Tk
3591,Mirpur,1 items,DELIVERED,CASH,128Tk
3592,Uttara,2 items,DELIVERED,CASH,160Tk
3593,Mirpur,1 items,DELIVERED,CASH,110Tk
3594,Chattogram,1 items,DELIVERED,CASH,496Tk
3595,Mirpur,2 items,DELIVERED,CASH,100Tk
3596,Mirpur,1 items,DELIVERED,CASH,60Tk
3597,Dhanmondi,2 items,DELIVERED,CASH,427Tk
3598,Mirpur,1 items,DELIVERED,CASH,159Tk
3599,Mohammadpur,3 items,DELIVERED,CASH,960Tk
3600,Dhanmondi,1 items,DELIVERED,CASH,259Tk
3601,Baily Road / Khilgaon,1 items,DELIVERED,CASH,173Tk
3602,Baily Road / Khilgaon,1 items,DELIVERED,CASH,182Tk
3603,Mirpur,3 items,DELIVERED,CASH,440Tk
3604,Wari,3 items,DELIVERED,CASH,442Tk
3605,Mohammadpur,3 items,DELIVERED,CASH,280Tk
3606,Dhanmondi,1 items,DELIVERED,CASH,60Tk
3607,Mirpur,1 items,DELIVERED,CASH,253Tk
3608,Mirpur,1 items,DELIVERED,CASH,210Tk
3609,Dhanmondi,1 items,DELIVERED,CASH,195Tk
3610,Uttara,1 items,DELIVERED,CASH,184Tk
3611,Dhanmondi,1 items,DELIVERED,CASH,276Tk
3612,Mirpur,1 items,DELIVERED,CASH,130Tk
3613,Mohammadpur,1 items,DELIVERED,CASH,200Tk
3614,Bashundhara,1 items,DELIVERED,CASH,117Tk
3615,Bashundhara,2 items,DELIVERED,CASH,120Tk
3616,Mirpur,1 items,DELIVERED,CASH,280Tk
3617,Mirpur,1 items,DELIVERED,CASH,136Tk
3618,Gulshan/Banani,4 items,DELIVERED,CASH,585Tk
3619,Baily Road / Khilgaon,2 items,DELIVERED,CASH,410Tk
3620,Uttara,1 items,DELIVERED,CASH,230Tk
3621,Mirpur,1 items,DELIVERED,CASH,120Tk
3622,Gulshan/Banani,3 items,DELIVERED,CASH,607Tk
3623,Uttara,1 items,DELIVERED,CASH,324Tk
3624,Uttara,1 items,DELIVERED,CASH,50Tk
3625,Baily Road / Khilgaon,1 items,DELIVERED,CASH,120Tk
3626,Mirpur,1 items,DELIVERED,CASH,420Tk
3627,Dhanmondi,1 items,DELIVERED,CASH,92Tk
3628,Dhanmondi,1 items,DELIVERED,CASH,55Tk
3629,Mohammadpur,2 items,DELIVERED,CASH,240Tk
3630,Mirpur,2 items,DELIVERED,CASH,230Tk
3631,Mirpur,1 items,DELIVERED,CASH,91Tk
3632,Mohammadpur,1 items,DELIVERED,CASH,179Tk
3633,Gulshan/Banani,1 items,DELIVERED,CASH,524Tk
3634,Mirpur,3 items,DELIVERED,CASH,610Tk
3635,Gulshan/Banani,2 items,DELIVERED,CASH,820Tk
3636,Dhanmondi,1 items,DELIVERED,CASH,260Tk
3637,Dhanmondi,3 items,DELIVERED,CASH,720Tk
3638,Uttara,1 items,DELIVERED,CASH,117Tk
3639,Chattogram,1 items,DELIVERED,CASH,180Tk
3640,Baily Road / Khilgaon,3 items,DELIVERED,CASH,640Tk
3641,Dhanmondi,1 items,DELIVERED,CASH,140Tk
3642,Bashundhara,1 items,DELIVERED,CASH,250Tk
3643,Chattogram,1 items,DELIVERED,CASH,270Tk
3644,Bashundhara,1 items,DELIVERED,CASH,165Tk
3645,Mirpur,1 items,DELIVERED,CASH,39Tk
3646,Wari,1 items,DELIVERED,CASH,120Tk
3647,Mirpur,2 items,DELIVERED,CASH,120Tk
3648,Mirpur,2 items,DELIVERED,CASH,180Tk
3649,Baily Road / Khilgaon,2 items,DELIVERED,CASH,612Tk
3650,Gulshan/Banani,1 items,DELIVERED,CASH,60Tk
3651,Dhanmondi,1 items,DELIVERED,CASH,160Tk
3652,Gulshan/Banani,3 items,DELIVERED,CARD,1280Tk
3653,Uttara,1 items,DELIVERED,CASH,498Tk
3654,Mirpur,1 items,DELIVERED,CASH,320Tk
3655,Uttara,1 items,DELIVERED,CASH,299Tk
3656,Baily Road / Khilgaon,2 items,DELIVERED,CASH,424Tk
3657,Mohammadpur,3 items,DELIVERED,CASH,410Tk
3658,Mirpur,1 items,DELIVERED,CASH,97Tk
3659,Mirpur,1 items,DELIVERED,CASH,595Tk
3660,Dhanmondi,2 items,DELIVERED,CASH,426Tk
3661,Mirpur,1 items,DELIVERED,CASH,90Tk
3662,Dhanmondi,1 items,DELIVERED,CASH,666Tk
3663,Bashundhara,1 items,DELIVERED,CASH,84Tk
3664,Baily Road / Khilgaon,1 items,DELIVERED,CASH,156Tk
3665,Gulshan/Banani,2 items,DELIVERED,CASH,135Tk
3666,Uttara,1 items,DELIVERED,CASH,187Tk
3667,Mirpur,2 items,DELIVERED,CASH,190Tk
3668,Mirpur,1 items,DELIVERED,CASH,190Tk
3669,Baily Road / Khilgaon,1 items,DELIVERED,CASH,695Tk
3670,Uttara,1 items,DELIVERED,CASH,187Tk
3671,Mirpur,1 items,DELIVERED,CASH,120Tk
3672,Mohammadpur,1 items,DELIVERED,CASH,620Tk
3673,Dhanmondi,2 items,DELIVERED,CASH,299Tk
3674,Dhanmondi,1 items,DELIVERED,CASH,899Tk
3675,Dhanmondi,1 items,DELIVERED,CASH,220Tk
3676,Bashundhara,1 items,DELIVERED,CASH,90Tk
3677,Mohammadpur,1 items,DELIVERED,CASH,310Tk
3678,Dhanmondi,2 items,DELIVERED,CASH,340Tk
3679,Bashundhara,1 items,DELIVERED,CASH,225Tk
3680,Gulshan/Banani,2 items,DELIVERED,CASH,81Tk
3681,Gulshan/Banani,3 items,DELIVERED,CASH,127Tk
3682,Dhanmondi,1 items,DELIVERED,CASH,230Tk
3683,Gulshan/Banani,2 items,DELIVERED,CASH,120Tk
3684,Uttara,1 items,DELIVERED,CASH,200Tk
3685,Dhanmondi,4 items,DELIVERED,CASH,542Tk
3686,Mirpur,2 items,DELIVERED,CASH,94Tk
3687,Dhanmondi,3 items,DELIVERED,CASH,546Tk
3688,Mohammadpur,2 items,DELIVERED,CASH,205Tk
3689,Wari,1 items,DELIVERED,CASH,546Tk
3690,Dhanmondi,1 items,DELIVERED,CASH,130Tk
3691,Mirpur,1 items,DELIVERED,CASH,380Tk
3692,Chattogram,3 items,DELIVERED,CASH,490Tk
3693,Mirpur,3 items,DELIVERED,CASH,199Tk
3694,Mirpur,2 items,DELIVERED,CASH,170Tk
3695,Gulshan/Banani,5 items,DELIVERED,CASH,912Tk
3696,Uttara,1 items,DELIVERED,CASH,149Tk
3697,Chattogram,2 items,DELIVERED,CASH,273Tk
3698,Baily Road / Khilgaon,2 items,DELIVERED,CASH,58Tk
3699,Gulshan/Banani,1 items,DELIVERED,CASH,123Tk
3700,Dhanmondi,1 items,DELIVERED,CARD,1149Tk
3701,Baily Road / Khilgaon,2 items,DELIVERED,CASH,399Tk
3702,Gulshan/Banani,2 items,DELIVERED,CASH,270Tk
3703,Mohammadpur,1 items,DELIVERED,CASH,80Tk
3704,Chattogram,1 items,DELIVERED,CASH,1058Tk
3705,Uttara,1 items,DELIVERED,CASH,152Tk
3706,Baily Road / Khilgaon,1 items,DELIVERED,CASH,500Tk
3707,Baily Road / Khilgaon,2 items,DELIVERED,CASH,570Tk
3708,Wari,3 items,DELIVERED,CASH,251Tk
3709,Mirpur,2 items,DELIVERED,CASH,275Tk
3710,Gulshan/Banani,3 items,DELIVERED,CASH,930Tk
3711,Baily Road / Khilgaon,2 items,DELIVERED,CASH,716Tk
3712,Bashundhara,2 items,DELIVERED,CASH,162Tk
3713,Uttara,1 items,DELIVERED,CASH,249Tk
3714,Mirpur,1 items,DELIVERED,CASH,262Tk
3715,Chattogram,1 items,DELIVERED,CASH,36Tk
3716,Baily Road / Khilgaon,1 items,DELIVERED,CASH,123Tk
3717,Baily Road / Khilgaon,2 items,DELIVERED,CASH,480Tk
